ダウンロードした時刻：2022/09/12 23:46:53

,大垣,大垣,大垣
2019/8/17,30.2,8,1
2019/8/18,29.9,8,1
2019/8/19,28.9,8,1
2019/8/20,27.2,8,1
2019/8/21,27.5,8,1
2019/8/22,29.3,8,1
2019/8/23,24.3,8,1
2019/8/24,26.4,8,1
2019/8/25,26.8,8,1
2019/8/26,26.6,8,1
2019/8/27,23.8,8,1
2019/8/28,24.6,8,1
2019/8/29,26.5,8,1
2019/8/30,24.8,8,1
2019/8/31,26.3,8,1
2019/9/1,25.8,8,1
2019/9/2,27.1,8,1
2019/9/3,28.7,8,1
2019/9/4,26.9,8,1
2019/9/5,26.3,8,1
2019/9/6,27.8,8,1
2019/9/7,28.4,8,1
2019/9/8,30.2,8,1
2019/9/9,31.2,8,1
2019/9/10,30.8,8,1
2019/9/11,28.9,8,1
2019/9/12,26.4,8,1
2019/9/13,24.4,8,1
2019/9/14,25.2,8,1
2019/9/15,27.1,8,1
2019/9/16,27.9,8,1
2019/9/17,27.2,8,1
2019/9/18,25.3,8,1
2019/9/19,23.1,8,1
2019/9/20,22.5,8,1
2019/9/21,20.2,8,1
2019/9/22,22.3,8,1
2019/9/23,25.9,8,1
2019/9/24,22.7,8,1
2019/9/25,23.3,8,1
2019/9/26,24.2,8,1
2019/9/27,24.9,8,1
2019/9/28,25.0,8,1
2019/9/29,26.2,8,1
2019/9/30,26.9,8,1
2019/10/1,26.3,8,1
2019/10/2,25.3,8,1
2019/10/3,24.4,8,1
2019/10/4,22.6,8,1
2019/10/5,22.6,8,1
2019/10/6,22.4,8,1
2019/10/7,19.9,8,1
2019/10/8,20.0,8,1
2019/10/9,18.8,8,1
2019/10/10,21.0,8,1
2019/10/11,24.5,8,1
2019/10/12,22.8,8,1
2019/10/13,21.0,8,1
2019/10/14,18.2,8,1
2019/10/15,18.1,8,1
2019/10/16,16.5,8,1
2019/10/17,18.3,8,1
2019/10/18,18.2,8,1
2019/10/19,18.9,8,1
2019/10/20,20.4,8,1
2019/10/21,19.0,8,1
2019/10/22,19.4,8,1
2019/10/23,20.3,8,1
2019/10/24,18.9,8,1
2019/10/25,17.0,8,1
2019/10/26,18.8,8,1
2019/10/27,17.8,8,1
2019/10/28,17.6,8,1
2019/10/29,14.9,8,1
2019/10/30,16.1,8,1
2019/10/31,16.0,5,1
2019/11/1,16.4,8,1
2019/11/2,15.5,8,1
2019/11/3,15.6,8,1
2019/11/4,15.0,8,1
2019/11/5,13.7,8,1
2019/11/6,14.2,8,1
2019/11/7,14.2,8,1
2019/11/8,14.0,8,1
2019/11/9,13.5,8,1
2019/11/10,13.4,8,1
2019/11/11,13.0,8,1
2019/11/12,15.2,8,1
2019/11/13,14.3,8,1
2019/11/14,12.4,8,1
2019/11/15,10.7,8,1
2019/11/16,11.8,8,1
2019/11/17,13.8,8,1
2019/11/18,14.9,8,1
2019/11/19,12.6,8,1
2019/11/20,9.6,8,1
2019/11/21,9.2,8,1
2019/11/22,10.9,8,1
2019/11/23,15.0,8,1
2019/11/24,16.1,8,1
2019/11/25,14.8,8,1
2019/11/26,11.5,8,1
2019/11/27,12.5,8,1
2019/11/28,10.2,8,1
2019/11/29,7.4,8,1
2019/11/30,7.6,8,1
2019/12/1,8.3,8,1
2019/12/2,11.3,8,1
2019/12/3,8.2,8,1
2019/12/4,7.3,8,1
2019/12/5,6.4,8,1
2019/12/6,6.2,8,1
2019/12/7,6.4,8,1
2019/12/8,8.1,8,1
2019/12/9,7.9,8,1
2019/12/10,10.6,8,1
2019/12/11,10.6,8,1
2019/12/12,9.6,8,1
2019/12/13,6.9,8,1
2019/12/14,6.5,8,1
2019/12/15,7.6,8,1
2019/12/16,8.9,8,1
2019/12/17,11.1,8,1
2019/12/18,12.1,8,1
2019/12/19,9.1,8,1
2019/12/20,9.8,8,1
2019/12/21,7.9,8,1
2019/12/22,7.7,8,1
2019/12/23,9.1,8,1
2019/12/24,8.3,8,1
2019/12/25,6.8,8,1
2019/12/26,8.4,8,1
2019/12/27,8.1,8,1
2019/12/28,5.5,8,1
2019/12/29,6.2,8,1
2019/12/30,7.2,8,1
2019/12/31,8.2,8,1
2020/1/1,5.3,8,1
2020/1/2,6.8,8,1
2020/1/3,7.9,8,1
2020/1/4,7.4,8,1
2020/1/5,5.7,8,1
2020/1/6,6.2,8,1
2020/1/7,5.3,8,1
2020/1/8,10.6,8,1
2020/1/9,9.5,8,1
2020/1/10,8.3,8,1
2020/1/11,6.4,8,1
2020/1/12,6.1,8,1
2020/1/13,6.9,8,1
2020/1/14,5.9,8,1
2020/1/15,6.3,8,1
2020/1/16,4.7,8,1
2020/1/17,5.7,8,1
2020/1/18,7.3,8,1
2020/1/19,7.2,8,1
2020/1/20,8.2,8,1
2020/1/21,5.9,8,1
2020/1/22,5.7,8,1
2020/1/23,8.7,8,1
2020/1/24,10.5,8,1
2020/1/25,6.8,8,1
2020/1/26,9.0,8,1
2020/1/27,7.0,8,1
2020/1/28,9.8,8,1
2020/1/29,11.5,8,1
2020/1/30,7.9,8,1
2020/1/31,5.4,8,1
2020/2/1,5.4,8,1
2020/2/2,6.5,8,1
2020/2/3,6.7,8,1
2020/2/4,6.0,4,1
2020/2/5,3.6,8,1
2020/2/6,1.4,8,1
2020/2/7,2.1,8,1
2020/2/8,5.8,8,1
2020/2/9,2.9,8,1
2020/2/10,1.4,8,1
2020/2/11,5.6,8,1
2020/2/12,6.4,8,1
2020/2/13,11.8,8,1
2020/2/14,10.3,8,1
2020/2/15,10.4,8,1
2020/2/16,9.4,8,1
2020/2/17,7.5,8,1
2020/2/18,2.7,8,1
2020/2/19,5.9,8,1
2020/2/20,7.2,8,1
2020/2/21,8.9,8,1
2020/2/22,7.9,8,1
2020/2/23,6.6,8,1
2020/2/24,7.8,8,1
2020/2/25,7.7,8,1
2020/2/26,10.2,8,1
2020/2/27,6.1,8,1
2020/2/28,6.4,8,1
2020/2/29,7.3,8,1
2020/3/1,10.2,8,1
2020/3/2,11.7,8,1
2020/3/3,9.5,5,1
2020/3/4,8.5,8,1
2020/3/5,6.3,8,1
2020/3/6,7.1,8,1
2020/3/7,8.2,8,1
2020/3/8,9.2,8,1
2020/3/9,13.1,8,1
2020/3/10,13.2,8,1
2020/3/11,11.3,8,1
2020/3/12,9.6,8,1
2020/3/13,10.4,8,1
2020/3/14,8.8,8,1
2020/3/15,7.3,8,1
2020/3/16,5.5,8,1
2020/3/17,6.6,8,1
2020/3/18,11.5,8,1
2020/3/19,13.2,8,1
2020/3/20,10.8,8,1
2020/3/21,11.8,8,1
2020/3/22,13.2,8,1
2020/3/23,11.0,8,1
2020/3/24,8.5,8,1
2020/3/25,9.3,8,1
2020/3/26,13.6,8,1
2020/3/27,12.7,8,1
2020/3/28,12.5,8,1
2020/3/29,8.6,8,1
2020/3/30,10.0,8,1
2020/3/31,11.5,8,1
2020/4/1,13.2,8,1
2020/4/2,10.9,8,1
2020/4/3,11.3,8,1
2020/4/4,13.1,8,1
2020/4/5,9.7,8,1
2020/4/6,10.7,8,1
2020/4/7,12.3,8,1
2020/4/8,13.8,8,1
2020/4/9,12.6,8,1
2020/4/10,10.5,8,1
2020/4/11,11.0,8,1
2020/4/12,10.2,8,1
2020/4/13,10.9,8,1
2020/4/14,11.7,8,1
2020/4/15,13.6,8,1
2020/4/16,14.5,8,1
2020/4/17,13.5,8,1
2020/4/18,14.0,8,1
2020/4/19,14.8,8,1
2020/4/20,14.2,8,1
2020/4/21,14.1,8,1
2020/4/22,10.4,8,1
2020/4/23,10.2,8,1
2020/4/24,9.6,8,1
2020/4/25,12.0,8,1
2020/4/26,14.8,8,1
2020/4/27,14.9,8,1
2020/4/28,14.3,8,1
2020/4/29,15.9,8,1
2020/4/30,18.8,8,1
2020/5/1,21.0,8,1
2020/5/2,22.5,8,1
2020/5/3,19.9,8,1
2020/5/4,19.8,8,1
2020/5/5,20.7,8,1
2020/5/6,16.7,8,1
2020/5/7,16.9,8,1
2020/5/8,17.5,8,1
2020/5/9,17.0,8,1
2020/5/10,17.3,8,1
2020/5/11,21.7,8,1
2020/5/12,21.0,8,1
2020/5/13,19.3,8,1
2020/5/14,20.2,8,1
2020/5/15,19.8,8,1
2020/5/16,16.2,8,1
2020/5/17,20.0,8,1
2020/5/18,20.2,8,1
2020/5/19,20.1,8,1
2020/5/20,18.6,8,1
2020/5/21,18.0,8,1
2020/5/22,20.3,8,1
2020/5/23,22.0,8,1
2020/5/24,22.7,8,1
2020/5/25,23.8,8,1
2020/5/26,21.6,8,1
2020/5/27,21.7,8,1
2020/5/28,21.2,8,1
2020/5/29,21.7,8,1
2020/5/30,22.4,8,1
2020/5/31,19.5,8,1
2020/6/1,22.1,8,1
2020/6/2,25.3,8,1
2020/6/3,25.0,8,1
2020/6/4,24.3,8,1
2020/6/5,26.9,8,1
2020/6/6,24.3,8,1
2020/6/7,23.4,8,1
2020/6/8,24.9,8,1
2020/6/9,26.7,4,1
2020/6/10,23.6,8,1
2020/6/11,24.0,8,1
2020/6/12,25.0,8,1
2020/6/13,22.4,8,1
2020/6/14,23.7,8,1
2020/6/15,27.0,8,1
2020/6/16,24.8,8,1
2020/6/17,24.2,8,1
2020/6/18,20.8,8,1
2020/6/19,19.9,8,1
2020/6/20,23.1,8,1
2020/6/21,23.5,8,1
2020/6/22,24.7,8,1
2020/6/23,26.3,8,1
2020/6/24,25.2,8,1
2020/6/25,25.0,8,1
2020/6/26,27.3,8,1
2020/6/27,26.9,8,1
2020/6/28,24.5,8,1
2020/6/29,25.6,8,1
2020/6/30,22.4,8,1
2020/7/1,25.8,8,1
2020/7/2,24.6,8,1
2020/7/3,21.8,8,1
2020/7/4,22.8,8,1
2020/7/5,24.9,8,1
2020/7/6,24.2,8,1
2020/7/7,25.2,8,1
2020/7/8,25.4,8,1
2020/7/9,24.1,8,1
2020/7/10,25.0,8,1
2020/7/11,26.0,8,1
2020/7/12,24.6,8,1
2020/7/13,20.2,8,1
2020/7/14,21.9,8,1
2020/7/15,23.8,8,1
2020/7/16,25.6,8,1
2020/7/17,23.6,8,1
2020/7/18,25.0,8,1
2020/7/19,28.3,8,1
2020/7/20,29.4,8,1
2020/7/21,28.8,8,1
2020/7/22,27.1,8,1
2020/7/23,24.0,8,1
2020/7/24,25.4,8,1
2020/7/25,25.2,8,1
2020/7/26,24.9,8,1
2020/7/27,24.8,8,1
2020/7/28,27.1,8,1
2020/7/29,27.2,8,1
2020/7/30,26.7,8,1
2020/7/31,27.7,8,1
2020/8/1,28.2,8,1
2020/8/2,28.2,8,1
2020/8/3,28.1,8,1
2020/8/4,29.7,8,1
2020/8/5,30.2,8,1
2020/8/6,29.3,8,1
2020/8/7,28.1,8,1
2020/8/8,28.8,8,1
2020/8/9,30.4,8,1
2020/8/10,30.9,8,1
2020/8/11,30.9,8,1
2020/8/12,31.0,8,1
2020/8/13,29.6,8,1
2020/8/14,31.2,8,1
2020/8/15,31.5,8,1
2020/8/16,31.4,8,1
2020/8/17,31.0,8,1
2020/8/18,30.6,8,1
2020/8/19,30.3,8,1
2020/8/20,31.6,8,1
2020/8/21,31.0,8,1
2020/8/22,28.6,8,1
2020/8/23,28.1,8,1
2020/8/24,29.5,8,1
2020/8/25,29.9,8,1
2020/8/26,30.4,8,1
2020/8/27,29.5,8,1
2020/8/28,29.4,8,1
2020/8/29,30.8,8,1
2020/8/30,31.1,8,1
2020/8/31,30.6,8,1
2020/9/1,28.8,8,1
2020/9/2,29.2,8,1
2020/9/3,28.4,8,1
2020/9/4,26.7,8,1
2020/9/5,29.1,8,1
2020/9/6,27.4,8,1
2020/9/7,27.8,8,1
2020/9/8,28.9,8,1
2020/9/9,26.1,8,1
2020/9/10,23.9,8,1
2020/9/11,25.9,8,1
2020/9/12,27.6,8,1
2020/9/13,25.9,8,1
2020/9/14,23.7,8,1
2020/9/15,24.6,8,1
2020/9/16,25.2,8,1
2020/9/17,25.0,8,1
2020/9/18,25.4,8,1
2020/9/19,24.2,8,1
2020/9/20,22.3,8,1
2020/9/21,23.1,8,1
2020/9/22,22.9,8,1
2020/9/23,24.9,8,1
2020/9/24,25.8,8,1
2020/9/25,21.5,8,1
2020/9/26,22.8,8,1
2020/9/27,22.8,8,1
2020/9/28,22.0,8,1
2020/9/29,21.9,8,1
2020/9/30,22.2,8,1
2020/10/1,22.5,8,1
2020/10/2,21.7,8,1
2020/10/3,22.6,8,1
2020/10/4,22.7,8,1
2020/10/5,20.9,8,1
2020/10/6,19.3,8,1
2020/10/7,19.2,8,1
2020/10/8,16.1,8,1
2020/10/9,16.3,8,1
2020/10/10,19.2,8,1
2020/10/11,23.2,8,1
2020/10/12,22.5,5,1
2020/10/13,21.9,8,1
2020/10/14,20.8,8,1
2020/10/15,19.3,8,1
2020/10/16,18.0,8,1
2020/10/17,13.4,8,1
2020/10/18,14.0,8,1
2020/10/19,13.1,8,1
2020/10/20,15.5,8,1
2020/10/21,16.2,8,1
2020/10/22,16.8,8,1
2020/10/23,17.0,8,1
2020/10/24,15.0,8,1
2020/10/25,14.5,8,1
2020/10/26,16.2,8,1
2020/10/27,15.7,8,1
2020/10/28,14.4,8,1
2020/10/29,15.7,8,1
2020/10/30,14.3,8,1
2020/10/31,12.9,8,1
2020/11/1,13.6,8,1
2020/11/2,14.8,8,1
2020/11/3,14.3,8,1
2020/11/4,10.3,8,1
2020/11/5,11.5,5,1
2020/11/6,12.6,8,1
2020/11/7,13.9,8,1
2020/11/8,16.3,8,1
2020/11/9,12.2,8,1
2020/11/10,10.5,8,1
2020/11/11,10.7,8,1
2020/11/12,12.1,8,1
2020/11/13,13.8,8,1
2020/11/14,14.1,8,1
2020/11/15,13.6,8,1
2020/11/16,16.2,8,1
2020/11/17,15.4,8,1
2020/11/18,17.4,8,1
2020/11/19,19.4,8,1
2020/11/20,18.9,8,1
2020/11/21,14.0,8,1
2020/11/22,13.3,8,1
2020/11/23,14.5,8,1
2020/11/24,12.0,8,1
2020/11/25,12.5,8,1
2020/11/26,13.8,8,1
2020/11/27,13.4,8,1
2020/11/28,11.0,8,1
2020/11/29,9.8,8,1
2020/11/30,9.2,8,1
2020/12/1,9.8,8,1
2020/12/2,10.5,8,1
2020/12/3,11.3,8,1
2020/12/4,10.0,8,1
2020/12/5,10.1,8,1
2020/12/6,8.9,8,1
2020/12/7,10.2,5,1
2020/12/8,11.3,8,1
2020/12/9,9.5,8,1
2020/12/10,9.3,8,1
2020/12/11,10.3,8,1
2020/12/12,10.7,8,1
2020/12/13,8.8,8,1
2020/12/14,6.8,8,1
2020/12/15,2.5,8,1
2020/12/16,1.6,8,1
2020/12/17,2.4,8,1
2020/12/18,3.4,8,1
2020/12/19,4.3,8,1
2020/12/20,3.6,8,1
2020/12/21,4.1,8,1
2020/12/22,5.4,8,1
2020/12/23,5.8,8,1
2020/12/24,5.0,8,1
2020/12/25,5.6,8,1
2020/12/26,5.6,8,1
2020/12/27,7.2,8,1
2020/12/28,8.0,8,1
2020/12/29,7.6,8,1
2020/12/30,6.7,8,1
2020/12/31,1.2,8,1
2021/1/1,2.1,8,1
2021/1/2,3.3,8,1
2021/1/3,3.9,8,1
2021/1/4,5.5,8,1
2021/1/5,5.1,8,1
2021/1/6,6.1,8,1
2021/1/7,2.3,8,1
2021/1/8,0.2,8,1
2021/1/9,0.4,8,1
2021/1/10,0.7,8,1
2021/1/11,2.1,8,1
2021/1/12,3.2,8,1
2021/1/13,3.9,8,1
2021/1/14,5.5,8,1
2021/1/15,5.8,8,1
2021/1/16,5.7,8,1
2021/1/17,4.5,8,1
2021/1/18,4.2,8,1
2021/1/19,2.4,8,1
2021/1/20,3.3,8,1
2021/1/21,5.0,8,1
2021/1/22,7.4,8,1
2021/1/23,8.1,8,1
2021/1/24,8.1,8,1
2021/1/25,8.9,8,1
2021/1/26,8.6,8,1
2021/1/27,10.7,8,1
2021/1/28,6.9,8,1
2021/1/29,1.7,8,1
2021/1/30,1.8,8,1
2021/1/31,4.6,8,1
2021/2/1,4.0,8,1
2021/2/2,7.5,8,1
2021/2/3,3.7,8,1
2021/2/4,3.7,8,1
2021/2/5,5.1,8,1
2021/2/6,8.3,8,1
2021/2/7,8.4,8,1
2021/2/8,5.3,8,1
2021/2/9,3.3,8,1
2021/2/10,6.9,8,1
2021/2/11,8.3,8,1
2021/2/12,8.8,8,1
2021/2/13,11.9,8,1
2021/2/14,13.2,8,1
2021/2/15,12.0,8,1
2021/2/16,6.3,8,1
2021/2/17,3.9,8,1
2021/2/18,-0.2,8,1
2021/2/19,2.2,8,1
2021/2/20,4.5,8,1
2021/2/21,10.3,8,1
2021/2/22,12.4,8,1
2021/2/23,9.0,8,1
2021/2/24,5.0,8,1
2021/2/25,6.5,8,1
2021/2/26,8.1,8,1
2021/2/27,6.8,8,1
2021/2/28,8.7,8,1
2021/3/1,12.5,8,1
2021/3/2,10.2,8,1
2021/3/3,6.2,8,1
2021/3/4,9.3,8,1
2021/3/5,10.5,8,1
2021/3/6,11.7,8,1
2021/3/7,7.5,8,1
2021/3/8,8.6,8,1
2021/3/9,8.8,8,1
2021/3/10,10.6,8,1
2021/3/11,10.4,8,1
2021/3/12,11.1,8,1
2021/3/13,10.9,8,1
2021/3/14,9.7,8,1
2021/3/15,10.5,8,1
2021/3/16,8.8,8,1
2021/3/17,9.9,8,1
2021/3/18,10.7,8,1
2021/3/19,12.3,8,1
2021/3/20,13.3,8,1
2021/3/21,13.2,8,1
2021/3/22,9.4,8,1
2021/3/23,9.8,8,1
2021/3/24,12.0,8,1
2021/3/25,12.6,8,1
2021/3/26,12.4,8,1
2021/3/27,13.1,8,1
2021/3/28,15.1,8,1
2021/3/29,17.2,8,1
2021/3/30,16.0,8,1
2021/3/31,14.5,8,1
2021/4/1,16.2,8,1
2021/4/2,18.0,8,1
2021/4/3,16.7,8,1
2021/4/4,14.4,8,1
2021/4/5,13.2,8,1
2021/4/6,12.6,8,1
2021/4/7,13.7,8,1
2021/4/8,14.1,8,1
2021/4/9,10.8,8,1
2021/4/10,10.3,8,1
2021/4/11,12.8,8,1
2021/4/12,14.7,8,1
2021/4/13,14.0,8,1
2021/4/14,14.9,8,1
2021/4/15,12.4,8,1
2021/4/16,13.2,8,1
2021/4/17,13.0,8,1
2021/4/18,10.3,8,1
2021/4/19,13.3,8,1
2021/4/20,16.6,8,1
2021/4/21,18.8,8,1
2021/4/22,18.7,8,1
2021/4/23,16.2,8,1
2021/4/24,17.6,8,1
2021/4/25,15.9,8,1
2021/4/26,12.7,8,1
2021/4/27,14.4,8,1
2021/4/28,15.1,8,1
2021/4/29,15.8,8,1
2021/4/30,16.3,8,1
2021/5/1,14.5,8,1
2021/5/2,13.0,8,1
2021/5/3,15.3,8,1
2021/5/4,16.7,8,1
2021/5/5,16.3,8,1
2021/5/6,19.4,8,1
2021/5/7,16.2,8,1
2021/5/8,18.5,8,1
2021/5/9,18.0,8,1
2021/5/10,17.7,8,1
2021/5/11,17.4,8,1
2021/5/12,17.2,8,1
2021/5/13,20.7,8,1
2021/5/14,24.0,8,1
2021/5/15,21.7,8,1
2021/5/16,17.5,8,1
2021/5/17,19.8,8,1
2021/5/18,22.2,8,1
2021/5/19,20.9,8,1
2021/5/20,17.9,8,1
2021/5/21,21.1,8,1
2021/5/22,19.5,8,1
2021/5/23,20.4,8,1
2021/5/24,20.1,8,1
2021/5/25,21.0,8,1
2021/5/26,19.8,8,1
2021/5/27,15.6,8,1
2021/5/28,20.4,8,1
2021/5/29,22.3,8,1
2021/5/30,21.1,8,1
2021/5/31,21.2,8,1
2021/6/1,22.5,8,1
2021/6/2,22.8,8,1
2021/6/3,22.7,8,1
2021/6/4,20.3,8,1
2021/6/5,21.1,8,1
2021/6/6,22.8,8,1
2021/6/7,25.9,8,1
2021/6/8,24.9,8,1
2021/6/9,25.1,8,1
2021/6/10,25.3,8,1
2021/6/11,24.5,8,1
2021/6/12,24.7,8,1
2021/6/13,23.4,8,1
2021/6/14,23.8,8,1
2021/6/15,25.0,8,1
2021/6/16,22.0,8,1
2021/6/17,23.7,8,1
2021/6/18,22.7,8,1
2021/6/19,20.3,8,1
2021/6/20,23.0,8,1
2021/6/21,24.1,8,1
2021/6/22,23.9,8,1
2021/6/23,24.2,8,1
2021/6/24,24.3,8,1
2021/6/25,24.7,8,1
2021/6/26,24.7,8,1
2021/6/27,24.3,8,1
2021/6/28,25.1,8,1
2021/6/29,25.1,8,1
2021/6/30,24.6,8,1
2021/7/1,22.7,8,1
2021/7/2,24.5,8,1
2021/7/3,27.2,8,1
2021/7/4,26.1,8,1
2021/7/5,25.8,8,1
2021/7/6,26.6,8,1
2021/7/7,25.2,8,1
2021/7/8,24.3,8,1
2021/7/9,25.7,8,1
2021/7/10,28.1,8,1
2021/7/11,27.6,8,1
2021/7/12,25.8,8,1
2021/7/13,27.7,8,1
2021/7/14,26.7,8,1
2021/7/15,26.6,8,1
2021/7/16,27.5,8,1
2021/7/17,28.4,8,1
2021/7/18,28.6,8,1
2021/7/19,30.2,8,1
2021/7/20,30.0,8,1
2021/7/21,29.7,8,1
2021/7/22,29.9,8,1
2021/7/23,29.9,8,1
2021/7/24,29.7,8,1
2021/7/25,29.6,8,1
2021/7/26,30.2,8,1
2021/7/27,29.6,8,1
2021/7/28,28.9,8,1
2021/7/29,28.6,8,1
2021/7/30,30.0,8,1
2021/7/31,29.0,8,1
2021/8/1,29.4,8,1
2021/8/2,29.8,5,1
2021/8/3,27.3,8,1
2021/8/4,30.3,8,1
2021/8/5,30.9,8,1
2021/8/6,30.0,8,1
2021/8/7,30.6,8,1
2021/8/8,31.7,8,1
2021/8/9,28.7,8,1
2021/8/10,27.1,8,1
2021/8/11,27.7,8,1
2021/8/12,25.2,8,1
2021/8/13,24.5,8,1
2021/8/14,24.5,8,1
2021/8/15,25.3,8,1
2021/8/16,24.1,8,1
2021/8/17,23.5,8,1
2021/8/18,25.7,8,1
2021/8/19,23.8,8,1
2021/8/20,25.1,8,1
2021/8/21,25.3,8,1
2021/8/22,27.0,8,1
2021/8/23,27.6,8,1
2021/8/24,27.0,8,1
2021/8/25,28.7,8,1
2021/8/26,29.7,8,1
2021/8/27,29.5,8,1
2021/8/28,29.4,8,1
2021/8/29,29.9,8,1
2021/8/30,30.1,8,1
2021/8/31,27.8,8,1
2021/9/1,26.6,8,1
2021/9/2,25.3,8,1
2021/9/3,23.0,8,1
2021/9/4,23.4,8,1
2021/9/5,25.8,8,1
2021/9/6,25.3,8,1
2021/9/7,23.3,8,1
2021/9/8,20.6,8,1
2021/9/9,24.0,8,1
2021/9/10,25.3,8,1
2021/9/11,25.1,8,1
2021/9/12,24.5,8,1
2021/9/13,24.7,8,1
2021/9/14,21.9,8,1
2021/9/15,24.4,8,1
2021/9/16,24.2,8,1
2021/9/17,22.7,8,1
2021/9/18,24.8,8,1
2021/9/19,25.6,8,1
2021/9/20,25.1,8,1
2021/9/21,23.5,8,1
2021/9/22,23.5,8,1
2021/9/23,24.2,8,1
2021/9/24,23.4,8,1
2021/9/25,24.1,8,1
2021/9/26,20.4,8,1
2021/9/27,22.2,8,1
2021/9/28,23.0,8,1
2021/9/29,24.3,8,1
2021/9/30,24.5,8,1
2021/10/1,24.6,8,1
2021/10/2,23.8,8,1
2021/10/3,23.8,8,1
2021/10/4,24.6,8,1
2021/10/5,24.4,8,1
2021/10/6,24.5,8,1
2021/10/7,23.1,8,1
2021/10/8,25.1,8,1
2021/10/9,25.2,8,1
2021/10/10,24.2,8,1
2021/10/11,24.5,8,1
2021/10/12,24.7,8,1
2021/10/13,23.9,8,1
2021/10/14,22.5,8,1
2021/10/15,21.3,8,1
2021/10/16,22.2,8,1
2021/10/17,17.9,8,1
2021/10/18,15.0,8,1
2021/10/19,16.3,8,1
2021/10/20,14.3,8,1
2021/10/21,13.4,8,1
2021/10/22,15.6,8,1
2021/10/23,14.8,8,1
2021/10/24,14.7,8,1
2021/10/25,14.0,8,1
2021/10/26,16.9,8,1
2021/10/27,16.3,8,1
2021/10/28,17.3,8,1
2021/10/29,15.5,8,1
2021/10/30,15.3,8,1
2021/10/31,16.5,8,1
2021/11/1,17.1,8,1
2021/11/2,17.3,8,1
2021/11/3,16.6,8,1
2021/11/4,15.7,8,1
2021/11/5,15.4,8,1
2021/11/6,14.9,8,1
2021/11/7,16.7,8,1
2021/11/8,17.6,8,1
2021/11/9,15.3,8,1
2021/11/10,13.2,8,1
2021/11/11,13.1,8,1
2021/11/12,10.6,8,1
2021/11/13,10.1,8,1
2021/11/14,11.8,8,1
2021/11/15,13.5,8,1
2021/11/16,13.6,8,1
2021/11/17,13.3,8,1
2021/11/18,12.3,8,1
2021/11/19,12.5,8,1
2021/11/20,14.1,8,1
2021/11/21,13.6,8,1
2021/11/22,13.4,8,1
2021/11/23,10.1,8,1
2021/11/24,9.4,8,1
2021/11/25,11.0,8,1
2021/11/26,10.7,8,1
2021/11/27,7.4,8,1
2021/11/28,7.9,8,1
2021/11/29,7.0,8,1
2021/11/30,8.2,8,1
2021/12/1,10.5,8,1
2021/12/2,6.3,8,1
2021/12/3,7.7,8,1
2021/12/4,7.3,8,1
2021/12/5,7.8,8,1
2021/12/6,9.3,8,1
2021/12/7,11.6,8,1
2021/12/8,12.3,8,1
2021/12/9,11.6,8,1
2021/12/10,10.0,8,1
2021/12/11,10.6,8,1
2021/12/12,10.8,8,1
2021/12/13,7.6,8,1
2021/12/14,6.0,8,1
2021/12/15,6.9,8,1
2021/12/16,8.0,8,1
2021/12/17,8.3,8,1
2021/12/18,2.4,8,1
2021/12/19,2.2,8,1
2021/12/20,5.6,8,1
2021/12/21,7.4,8,1
2021/12/22,7.6,8,1
2021/12/23,6.9,8,1
2021/12/24,8.5,8,1
2021/12/25,7.5,8,1
2021/12/26,0.7,8,1
2021/12/27,0.5,8,1
2021/12/28,2.8,8,1
2021/12/29,2.6,8,1
2021/12/30,5.1,8,1
2021/12/31,0.8,8,1
